Tanggal,Variant_Suspect,Day,ID_DAILY_POSITIVE,ID_DAILY_HOSPITALIZED,ID_DAILY_CURED,ID_DAILY_DEATH,JKT_DAILY_DEATH,JKT_DAILY_CURED,JKT_DAILY_ISOLATION,JKT_DAILY_HOSPITALIZED,JKT_DAILY_POSITIVE,JKT_DAILY_TESTSPECIMENT,JKT_DAILY_POSTEST,JKT_DAILY_POSTRATE,JKT_CONS_VALUE,CoF_HSE,PoF_Spec_X_PostRate,Risk,Risk_Criteria
9/8/2021,Delta,99,20709,-25725,44959,1475,13,1000,-137,-149,727,27847,4789,0.172,468,2,3,6,HIGH
10/8/2021,Delta,100,32081,-11453,41486,2048,41,1221,65,98,1425,20956,2765,0.132,1744,3,3,9,HIGH
11/8/2021,Delta,101,30625,-10885,39931,1579,42,1334,378,204,1958,22829,3098,0.136,2492,3,3,9,HIGH
12/8/2021,Delta,102,24709,-13394,36637,1466,42,2256,-865,-355,1078,24202,3351,0.138,494,2,3,6,HIGH
13/08/2021,Delta,103,30788,-12647,42003,1432,68,1570,-284,-144,1210,23307,3156,0.135,1126,2,3,6,HIGH
14/08/2021,Delta,104,28598,-4552,31880,1270,29,1219,24,91,1363,14224,1606,0.113,1632,3,2,6,HIGH
15/08/2021,Delta,105,20813,-10770,30361,1222,17,1077,7,81,1182,20685,2186,0.106,1395,2,3,6,HIGH
16/08/2021,Delta,106,17384,-13786,29925,1245,28,936,-465,14,513,19340,2435,0.126,625,2,2,4,MEDIUM
17/08/2021,Delta,107,20741,-12664,32225,1180,24,920,-335,46,655,17925,1924,0.107,819,2,2,4,MEDIUM
18/08/2021,Delta,108,15768,-15154,29794,1128,13,897,51,68,1029,20450,2462,0.12,1204,2,3,6,HIGH
19/08/2021,Delta,109,22053,-8451,29012,1492,34,934,-212,-25,731,18883,2236,0.118,783,2,2,4,MEDIUM
20/08/2021,Delta,110,20004,-7466,26122,1348,11,948,-73,83,969,17607,1654,0.094,1168,2,2,4,MEDIUM
21/08/2021,Delta,111,16744,-7628,23011,1361,20,915,-156,112,891,12792,1086,0.085,1175,2,2,4,MEDIUM
22/08/2021,Delta,112,12408,-12898,24276,1030,21,913,19,-252,701,15483,1374,0.089,260,2,2,4,MEDIUM
23/08/2021,Delta,113,9604,-15996,24758,842,20,731,-107,-159,485,22467,1943,0.086,227,2,3,6,HIGH
24/08/2021,Delta,114,19106,-17014,35082,1038,10,615,-200,59,484,18377,1466,0.08,632,2,1,2,LOW
25/08/2021,Delta,115,18671,-16073,33703,1041,11,729,165,-116,789,20776,1662,0.08,590,2,2,4,MEDIUM
26/08/2021,Delta,116,16899,-14089,30099,889,2,1031,-332,-127,574,17462,1282,0.073,326,2,1,2,LOW
27/08/2021,Delta,117,12618,-7271,19290,599,16,341,381,-100,638,18696,1233,0.066,486,2,1,2,LOW
28/08/2021,Delta,118,10050,-9135,18594,591,10,451,116,-109,468,11784,712,0.06,280,2,1,2,LOW
29/08/2021,Delta,119,7427,-9592,16468,551,10,713,-110,-139,474,18427,1030,0.056,226,2,1,2,LOW
30/08/2021,Delta,120,5436,-14530,19398,568,9,830,-400,-98,341,21743,1107,0.051,172,2,2,4,MEDIUM
31/08/2021,Delta,121,10534,-6779,16781,532,29,529,-117,-42,399,19460,1108,0.057,402,2,1,2,LOW
1/9/2021,Delta,122,10337,-6710,16394,653,12,1096,-491,56,673,19352,1023,0.053,821,2,1,2,LOW
2/9/2021,Delta,123,8955,-12933,21208,680,10,837,-288,-129,430,19476,863,0.044,202,2,1,2,LOW
3/9/2021,Delta,124,7797,-8321,15544,574,10,822,-360,-129,343,18651,773,0.041,115,1,1,1,LOW
4/9/2021,Delta,125,6727,-7618,13806,539,10,485,-34,-101,360,12795,503,0.039,188,2,1,2,LOW
5/9/2021,Delta,126,5403,-5180,10191,392,10,328,13,-48,303,17414,664,0.038,237,2,1,2,LOW
6/9/2021,Delta,127,4413,-9248,13049,612,17,724,-403,-121,217,22563,894,0.04,26,1,2,2,LOW
7/9/2021,Delta,128,7201,-7641,14159,683,13,541,-245,-47,262,19871,703,0.035,207,2,2,4,MEDIUM
8/9/2021,Delta,129,6731,-5807,11912,626,14,670,-195,-61,428,18575,668,0.036,348,2,1,2,LOW
9/9/2021,Delta,130,5990,-4994,10650,334,13,487,-134,-58,308,20438,570,0.028,231,2,2,4,MEDIUM
10/9/2021,Delta,131,5376,-9295,14356,315,12,457,-184,-24,261,21077,622,0.03,249,2,2,4,MEDIUM
11/9/2021,Delta,132,5001,-2855,7586,270,20,389,-105,-36,268,16197,364,0.022,256,2,1,2,LOW
12/9/2021,Delta,133,3779,-5810,9401,188,6,331,-15,-16,306,17350,450,0.026,292,2,1,2,LOW
13/09/2021,Delta,134,2577,-10173,12474,276,6,441,-85,-175,187,23506,628,0.027,-145,1,2,2,LOW
14/09/2021,Delta,135,4128,-7368,11246,250,2,501,-186,-127,190,19147,399,0.021,-58,1,1,1,LOW
15/09/2021,Delta,136,3948,-7365,11046,267,10,374,-45,-34,305,17095,423,0.025,267,2,1,2,LOW
16/09/2021,Delta,137,3145,-11725,14633,237,9,342,-131,-44,176,19859,402,0.02,115,1,2,2,LOW
17/09/2021,Delta,138,3835,-4296,7912,219,5,357,-134,-22,206,19023,335,0.018,177,2,1,2,LOW
18/09/2021,Delta,139,3385,-3876,7076,185,6,244,-24,-26,200,14005,201,0.014,166,2,1,2,LOW
19/09/2021,Delta,140,2234,-4097,6186,145,4,180,-18,-11,155,16223,308,0.019,145,2,1,2,LOW
20/09/2021,Delta,141,1932,-5033,6799,166,3,409,-222,-99,91,21565,476,0.022,-98,1,2,2,LOW
21/09/2021,Delta,142,3263,-3489,6581,171,4,313,-142,-69,106,20488,382,0.019,-20,1,2,2,LOW
22/09/2021,Delta,143,2720,-2785,5356,149,4,287,-43,-21,227,19502,388,0.02,197,2,1,2,LOW
23/09/2021,Delta,144,2881,-1665,4386,160,3,253,-4,-87,165,19473,272,0.014,0,1,1,1,LOW
24/09/2021,Delta,145,2557,-2194,4607,144,4,328,-96,-55,181,19134,326,0.017,83,1,1,1,LOW
25/09/2021,Delta,146,2137,-1732,3746,123,3,199,-28,-41,133,14471,186,0.013,60,1,1,1,LOW
26/09/2021,Delta,147,1760,-1302,2976,86,3,127,22,16,168,15763,271,0.017,209,2,1,2,LOW
27/09/2021,Delta,148,1390,-2499,3771,118,4,261,-107,-55,103,21048,265,0.013,5,1,2,2,LOW
28/09/2021,Delta,149,2057,-1618,3551,124,5,161,-50,-12,104,19489,317,0.016,95,1,1,1,LOW
29/09/2021,Delta,150,1954,-1240,3077,117,4,195,-16,-6,177,20271,285,0.014,177,2,2,4,MEDIUM
30/09/2021,Delta,151,1690,-1271,2848,113,3,205,-35,-24,149,20720,271,0.013,110,1,2,2,LOW
1/10/2021,Delta,152,1624,-1274,2811,87,5,174,-22,-6,151,19128,245,0.013,154,2,1,2,LOW
2/10/2021,Delta,153,1414,-1055,2380,89,5,127,44,-21,155,14574,227,0.016,128,1,1,1,LOW
3/10/2021,Delta,154,1142,-936,2020,58,5,87,18,17,127,18181,180,0.01,176,2,1,2,LOW
4/10/2021,Delta,155,922,-1822,2656,88,0,162,26,-39,149,23718,351,0.015,71,1,2,2,LOW
5/10/2021,Delta,156,1404,-1231,2558,77,4,148,-63,-17,72,21680,254,0.012,50,1,2,2,LOW
6/10/2021,Delta,157,1484,-1442,2851,75,2,175,19,7,203,21329,263,0.012,223,2,2,4,MEDIUM
7/10/2021,Delta,158,1393,-634,1946,81,1,115,36,-3,149,20247,208,0.01,146,2,2,4,MEDIUM
8/10/2021,Delta,159,1384,-2196,3514,66,0,209,-47,-12,150,21640,217,0.01,126,1,2,2,LOW
9/10/2021,Delta,160,1167,-392,1507,52,2,84,23,-9,100,14450,87,0.006,88,1,1,1,LOW
10/10/2021,Delta,161,894,-729,1584,39,4,69,56,11,140,18190,204,0.011,174,2,1,2,LOW
11/10/2021,Delta,162,620,-1889,2444,65,2,298,-207,-52,41,23991,335,0.014,-57,1,2,2,LOW
12/10/2021,Delta,163,1261,-916,2130,47,1,349,-131,-76,143,20074,188,0.009,-6,1,2,2,LOW
13/10/2021,Delta,164,1233,-1074,2259,48,0,204,25,49,278,22365,210,0.009,376,2,2,4,MEDIUM
14/10/2021,Delta,165,1053,-699,1715,37,0,97,6,10,113,25348,225,0.009,133,2,2,4,MEDIUM
15/10/2021,Delta,166,915,-534,1408,41,0,62,52,10,124,22586,229,0.01,144,2,2,4,MEDIUM
16/10/2021,Delta,167,997,-572,1525,44,1,220,-38,-29,154,16191,123,0.008,99,1,1,1,LOW
17/10/2021,Delta,168,747,-358,1086,19,0,127,6,-2,131,16992,171,0.01,127,1,1,1,LOW
18/10/2021,Delta,169,626,-1014,1593,47,1,138,-14,-18,107,24416,185,0.008,74,1,2,2,LOW
19/10/2021,Delta,170,903,-677,1530,50,0,122,-17,1,106,24736,161,0.007,108,1,2,2,LOW
20/10/2021,Delta,171,914,-321,1207,28,0,142,-20,-19,103,22506,123,0.005,65,1,2,2,LOW
21/10/2021,Delta,172,633,-782,1372,43,1,113,-13,-12,89,26647,197,0.007,68,1,2,2,LOW
22/10/2021,Delta,173,760,-504,1231,33,0,121,-39,1,83,26873,205,0.008,85,1,2,2,LOW
23/10/2021,Delta,174,802,-287,1066,23,2,172,-49,-9,116,22284,127,0.006,104,1,2,2,LOW
24/10/2021,Delta,175,623,-443,1037,29,1,129,6,-5,131,21850,98,0.004,124,1,2,2,LOW
25/10/2021,Delta,176,460,-806,1236,30,1,167,-78,-8,82,27576,168,0.006,69,1,2,2,LOW
26/10/2021,Delta,177,611,-565,1141,35,1,173,-114,-23,37,31481,200,0.006,-6,1,2,2,LOW
27/10/2021,Delta,178,719,-254,944,29,1,142,-42,4,105,28270,156,0.006,116,1,2,2,LOW
28/10/2021,Delta,179,723,-295,984,34,1,82,52,-4,131,26660,151,0.006,126,1,2,2,LOW
29/10/2021,Delta,180,683,-26,681,28,0,50,43,3,96,27304,137,0.005,102,1,2,2,LOW
30/10/2021,Delta,181,620,-105,698,27,1,143,-53,5,96,19474,124,0.006,109,1,1,1,LOW
31/10/2021,Delta,182,523,9,497,17,1,79,26,7,113,22540,126,0.006,130,2,2,4,MEDIUM
1/11/2021,Delta,183,403,-399,784,18,0,45,36,2,83,28096,179,0.006,87,1,2,2,LOW
2/11/2021,Delta,184,612,-290,868,34,0,135,-51,-7,77,25542,164,0.006,63,1,2,2,LOW
3/11/2021,Delta,185,801,-37,814,24,1,152,-13,-8,132,21591,163,0.008,119,1,2,2,LOW
4/11/2021,Delta,186,628,-228,837,19,1,50,60,0,111,20434,115,0.006,114,1,2,2,LOW
5/11/2021,Delta,187,518,-149,648,19,1,35,84,-2,118,18886,153,0.008,117,1,1,1,LOW
6/11/2021,Delta,188,401,-236,622,15,1,247,-154,-25,69,11733,52,0.004,22,1,1,1,LOW
7/11/2021,Delta,189,444,-154,587,11,0,123,5,-11,117,16943,118,0.007,95,1,1,1,LOW
8/11/2021,Delta,190,244,-1051,1283,12,0,77,-26,-22,29,20087,115,0.006,-15,1,2,2,LOW
9/11/2021,Delta,191,434,-172,585,21,0,149,-50,-5,94,19736,154,0.008,84,1,2,2,LOW
10/11/2021,Delta,192,480,-65,531,14,0,59,31,5,95,16516,122,0.007,105,1,1,1,LOW
11/11/2021,Delta,193,435,-51,470,16,1,44,52,10,107,17092,88,0.005,130,2,1,2,LOW
12/11/2021,Delta,194,399,-181,560,20,0,174,-82,-21,71,19402,126,0.006,29,1,1,1,LOW
13/11/2021,Delta,195,359,-108,451,16,0,108,-44,-10,54,11752,50,0.004,34,1,1,1,LOW
14/11/2021,Delta,196,339,-179,503,15,1,108,-20,3,92,13361,60,0.004,101,1,1,1,LOW
15/11/2021,Delta,197,221,-496,706,11,1,77,-37,-5,36,17761,142,0.008,29,1,1,1,LOW
16/11/2021,Delta,198,347,-183,515,15,0,106,-30,3,79,19361,109,0.006,85,1,1,1,LOW
17/11/2021,Delta,199,522,51,458,13,1,161,-50,18,130,18539,119,0.006,169,2,1,2,LOW
18/11/2021,Delta,200,400,-75,464,11,1,136,-53,16,100,16985,116,0.007,135,2,1,2,LOW
19/11/2021,Delta,201,360,-161,516,5,2,104,4,-13,97,17138,121,0.007,77,1,1,1,LOW
20/11/2021,Delta,202,393,0,379,14,1,154,-51,10,114,12565,46,0.004,137,2,1,2,LOW
21/11/2021,Delta,203,314,-28,331,11,0,121,-1,-9,111,15336,98,0.006,93,1,1,1,LOW
22/11/2021,Delta,204,186,-161,342,5,0,62,-18,-18,26,19011,109,0.006,-10,1,1,1,LOW
23/11/2021,Delta,205,394,-49,434,9,0,43,25,1,69,17077,91,0.005,71,1,1,1,LOW
24/11/2021,Delta,206,451,61,377,13,1,105,-9,-15,82,16454,82,0.005,55,1,1,1,LOW
25/11/2021,Delta,207,372,63,293,16,1,42,-20,31,54,16267,76,0.005,119,1,1,1,LOW
26/11/2021,Delta,208,453,53,386,14,0,55,18,-3,70,13940,60,0.004,64,1,1,1,LOW
27/11/2021,Omicron,1,404,133,260,11,0,86,-40,8,54,13278,62,0.005,70,1,1,1,LOW
28/11/2021,Omicron,2,264,-12,275,1,0,52,20,-21,51,15141,117,0.008,9,1,1,1,LOW
29/11/2021,Omicron,3,176,-254,419,11,0,71,-17,-13,41,19071,124,0.007,15,1,1,1,LOW
30/11/2021,Omicron,4,297,-38,324,11,0,27,9,8,44,16684,42,0.003,60,1,1,1,LOW
1/12/2021,Omicron,5,278,-39,307,10,0,50,18,2,70,16879,85,0.005,74,1,1,1,LOW
2/12/2021,Omicron,6,311,-87,388,10,0,67,-34,-5,28,15523,60,0.004,18,1,1,1,LOW
3/12/2021,Omicron,7,245,-91,328,8,1,68,-19,-8,42,16150,61,0.004,29,1,1,1,LOW
4/12/2021,Omicron,8,246,-73,314,5,1,61,-20,6,48,9858,24,0.002,63,1,1,1,LOW
5/12/2021,Omicron,9,196,-106,298,4,1,53,1,-12,43,12269,52,0.004,22,1,1,1,LOW
6/12/2021,Omicron,10,130,-1884,2005,9,2,53,-29,-12,14,19176,71,0.004,-4,1,1,1,LOW
7/12/2021,Omicron,11,261,-176,420,17,1,38,-10,2,31,16696,69,0.004,38,1,1,1,LOW
8/12/2021,Omicron,12,264,-103,351,16,1,45,-1,-4,41,14803,44,0.003,36,1,1,1,LOW
9/12/2021,Omicron,13,220,-85,296,9,0,75,-17,-22,36,17009,55,0.003,-8,1,1,1,LOW
10/12/2021,Omicron,14,192,-124,311,5,0,36,-9,-1,26,15121,50,0.003,24,1,1,1,LOW
11/12/2021,Omicron,15,228,32,190,6,0,42,-12,2,32,12553,30,0.002,36,1,1,1,LOW
12/12/2021,Omicron,16,163,-28,184,7,0,40,-4,-4,32,11630,39,0.003,24,1,1,1,LOW
13/12/2021,Omicron,17,106,-184,278,12,0,38,-17,-5,16,15458,33,0.002,6,1,1,1,LOW
14/12/2021,Omicron,18,190,-69,247,12,0,26,-8,2,20,17664,52,0.003,24,1,1,1,LOW
15/12/2021,Omicron,19,205,-41,237,9,0,28,1,-6,23,19421,58,0.003,11,1,1,1,LOW
16/12/2021,Omicron,20,213,-31,234,10,0,36,4,0,40,17477,76,0.004,40,1,1,1,LOW
17/12/2021,Omicron,21,291,79,205,7,0,34,10,-6,38,16293,98,0.006,26,1,1,1,LOW
18/12/2021,Omicron,22,232,6,214,12,0,32,18,24,74,13986,60,0.004,122,1,1,1,LOW
19/12/2021,Omicron,23,164,5,155,4,0,46,4,-7,43,16073,64,0.004,29,1,1,1,LOW
20/12/2021,Omicron,24,133,-94,216,11,1,20,10,7,38,16363,59,0.004,55,1,1,1,LOW
21/12/2021,Omicron,25,216,0,205,11,0,20,10,25,55,15873,26,0.002,105,1,1,1,LOW
22/12/2021,Omicron,26,179,-83,252,10,0,21,16,6,43,15336,100,0.007,55,1,1,1,LOW
23/12/2021,Omicron,27,136,-104,232,8,0,52,-19,-17,16,15339,151,0.01,-18,1,1,1,LOW
24/12/2021,Omicron,28,204,17,182,5,0,29,11,29,69,11524,68,0.006,127,1,1,1,LOW
25/12/2021,Omicron,29,255,54,195,6,0,45,2,33,80,10523,46,0.004,146,2,1,2,LOW
26/12/2021,Omicron,30,92,-58,148,2,0,24,6,17,47,12344,103,0.008,81,1,1,1,LOW
27/12/2021,Omicron,31,120,-159,271,8,0,88,-5,-41,42,15892,133,0.008,-40,1,1,1,LOW
28/12/2021,Omicron,32,278,118,152,8,1,42,65,-12,96,12344,82,0.007,75,1,1,1,LOW
29/12/2021,Omicron,33,194,-86,270,10,2,29,2,-6,27,12898,90,0.007,21,1,1,1,LOW
30/12/2021,Omicron,34,189,-217,399,7,0,34,13,6,53,13764,118,0.009,65,1,1,1,LOW
31/12/2021,Omicron,35,180,-19,193,6,1,21,44,21,87,10394,119,0.011,132,2,1,2,LOW
1/1/2022,Omicron,36,274,107,165,2,0,58,47,13,118,10023,177,0.018,144,2,1,2,LOW
2/1/2022,Omicron,37,174,-17,190,1,0,106,86,-89,103,12021,133,0.011,-75,1,1,1,LOW
3/1/2022,Omicron,38,265,148,112,5,0,22,126,24,172,14766,308,0.021,220,2,1,2,LOW
4/1/2022,Omicron,39,299,128,168,3,0,41,73,1,115,13093,269,0.021,117,1,1,1,LOW
5/1/2022,Omicron,40,404,220,180,4,1,71,160,27,259,14258,592,0.042,316,2,1,2,LOW
6/1/2022,Omicron,41,533,317,209,7,0,52,169,46,267,12971,258,0.02,359,2,1,2,LOW
7/1/2022,Omicron,42,518,299,214,5,0,76,217,7,300,15641,398,0.025,314,2,1,2,LOW
8/1/2022,Omicron,43,479,298,175,6,0,79,163,36,278,11523,365,0.032,350,2,1,2,LOW
9/1/2022,Omicron,44,529,316,211,2,0,112,239,42,393,13512,549,0.041,477,2,1,2,LOW
10/1/2022,Omicron,45,454,203,244,7,0,105,232,23,360,14251,460,0.032,406,2,1,2,LOW
11/1/2022,Omicron,46,802,348,446,8,1,182,274,80,537,14396,483,0.034,700,2,1,2,LOW
12/1/2022,Omicron,47,646,326,314,6,0,143,165,104,412,18327,570,0.031,620,2,1,2,LOW
13/01/2022,Omicron,48,793,403,385,5,0,294,107,77,478,18137,763,0.042,632,2,1,2,LOW
14/01/2022,Omicron,49,850,489,353,8,1,164,303,86,554,18111,571,0.032,729,2,1,2,LOW
15/01/2022,Omicron,50,1054,586,464,4,0,276,355,89,720,13701,572,0.042,898,2,1,2,LOW
16/01/2022,Omicron,51,855,142,710,3,0,519,34,13,566,14322,1205,0.084,592,2,2,4,MEDIUM
17/01/2022,Omicron,52,772,170,598,4,0,465,-10,38,493,17425,1070,0.061,569,2,1,2,LOW
18/01/2022,Omicron,53,1362,789,564,9,0,217,281,172,670,19758,1350,0.068,1014,2,2,4,MEDIUM
19/01/2022,Omicron,54,1745,1232,504,9,0,385,483,144,1012,22085,1692,0.077,1300,2,2,4,MEDIUM
20/01/2022,Omicron,55,2116,1532,577,7,0,437,621,97,1155,23282,2146,0.092,1349,2,3,6,HIGH
21/01/2022,Omicron,56,2604,1791,811,2,0,650,611,223,1484,19722,2022,0.103,1930,3,2,6,HIGH
22/01/2022,Omicron,57,3205,2573,627,5,0,461,1099,265,1825,18868,2176,0.115,2355,3,2,6,HIGH
23/01/2022,Omicron,58,2925,2199,712,14,6,516,916,301,1739,20562,3130,0.152,2359,3,3,9,HIGH
24/01/2022,Omicron,59,2927,1976,944,7,0,562,1200,231,1993,29458,5087,0.173,2455,3,3,9,HIGH
25/01/2022,Omicron,60,4878,3989,869,20,9,473,1229,479,2190,32494,6086,0.187,3175,3,3,9,HIGH
26/01/2022,Omicron,61,7010,4421,2582,7,6,1617,1375,511,3509,33463,6184,0.185,4549,3,3,9,HIGH
27/01/2022,Omicron,62,8077,6427,1643,7,3,1898,1491,757,4149,37215,7953,0.214,5672,3,3,9,HIGH
28/01/2022,Omicron,63,9905,7870,2028,7,2,1467,2369,720,4558,39387,7905,0.201,6004,3,3,9,HIGH
29/01/2022,Omicron,64,11588,8981,2590,17,10,1777,3142,836,5765,31546,6820,0.216,7467,3,3,9,HIGH
30/01/2022,Omicron,65,12422,9163,3241,18,12,2030,3777,803,6622,38369,9821,0.256,8264,3,3,9,HIGH
31/01/2022,Omicron,66,10185,6878,3290,17,27,1042,3732,461,5262,45516,12196,0.268,6265,3,3,9,HIGH
1/2/2022,Omicron,67,16021,12753,3240,28,12,1665,3502,1209,6388,58272,17336,0.298,8842,3,3,9,HIGH
2/2/2022,Omicron,68,17895,12760,5110,25,11,4028,4521,572,9132,67648,21881,0.323,10309,3,3,9,HIGH
3/2/2022,Omicron,69,27197,21166,5993,38,24,4367,4864,1062,10317,70587,22158,0.314,12513,3,3,9,HIGH
4/2/2022,Omicron,70,32211,24979,7190,42,25,5798,5474,1882,13179,73666,28220,0.383,17018,3,3,9,HIGH
5/2/2022,Omicron,71,33729,23214,10471,44,29,8194,2887,1664,12774,62788,21938,0.349,16189,3,3,9,HIGH
6/2/2022,Omicron,72,36057,25431,10569,57,27,8386,5985,1427,15825,57810,20132,0.348,18760,3,3,9,HIGH
7/2/2022,Omicron,73,26121,17462,8577,82,38,5328,6429,887,12682,69953,27874,0.398,14570,3,3,9,HIGH
8/2/2022,Omicron,74,37492,26701,10708,83,40,5150,3918,1709,10817,53535,20373,0.381,14355,3,3,9,HIGH
9/2/2022,Omicron,75,46843,32762,14016,65,17,13217,190,929,14353,86663,33810,0.39,16262,3,3,9,HIGH
10/2/2022,Omicron,76,40618,22362,18182,74,22,5448,4325,1295,11090,62604,25131,0.401,13746,3,3,9,HIGH
11/2/2022,Omicron,77,40489,24622,15767,100,39,15979,-5791,480,10707,77427,30508,0.394,11784,3,3,9,HIGH
12/2/2022,Omicron,78,55209,22532,32570,107,39,15545,-2440,-727,12417,59921,22800,0.381,11080,3,3,9,HIGH
13/02/2022,Omicron,79,44526,17499,26916,111,43,15050,-4623,-298,10172,58236,22109,0.38,9705,3,3,9,HIGH
14/02/2022,Omicron,80,36501,23018,13338,145,53,96,8153,1973,10275,74938,29060,0.388,14380,3,3,9,HIGH
15/02/2022,Omicron,81,57049,30168,26747,134,50,9091,466,-125,9482,81880,31866,0.389,9382,3,3,9,HIGH
16/02/2022,Omicron,82,64718,39165,25386,167,56,7352,4011,969,12388,77504,28622,0.369,14494,3,3,9,HIGH
17/02/2022,Omicron,83,63956,24678,39072,206,64,16657,-6600,-1585,8536,65665,21918,0.334,5558,3,3,9,HIGH
18/02/2022,Omicron,84,59635,26515,32904,216,46,11694,8017,-1156,8189,61848,19011,0.307,6015,3,3,9,HIGH
19/02/2022,Omicron,85,59384,24527,34699,158,25,11175,-1185,-562,9453,50722,13463,0.265,8404,3,3,9,HIGH
20/02/2022,Omicron,86,48484,15448,32873,163,32,11979,-3806,-69,8136,51431,14580,0.283,8094,3,3,9,HIGH
21/02/2022,Omicron,87,34418,-5687,39929,176,24,11866,-5701,-831,5358,65301,19341,0.296,3768,3,3,9,HIGH
22/02/2022,Omicron,88,57491,18760,38474,257,33,8688,-3465,-48,5208,52020,15598,0.3,5211,3,3,9,HIGH
